实验编号,序号,作物名称,种质名称,科名,属名,种名或亚种名,原产地,原产省,原产国,来源地,资源类型,主要特性,生育周期,系谱,选育单位,育成年份,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,图像,抗旱性鉴定结果,保存单位,库编号,圃编号,引种号,采集号,保存资源类型,保存方式,实物状态,共享方式,获取途径,联系方式
748,YAAS0363,水稻,小白谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),陆良县,云南,中国,云南昆明,地方品种,,1年生,,,,1840,10340,2502,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,070(032)-3-2,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
749,YAAS0364,水稻,都谷弯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),元江县,云南,中国,云南昆明,地方品种,,1年生,,,, 385,10159,2326,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,113(001)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
750,YAAS0365,水稻,黄壳糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),峨山县,云南,中国,云南昆明,地方品种,,1年生,,,,1538,10224,2411,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,112(030)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
751,YAAS0366,水稻,香谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),峨山县,云南,中国,云南昆明,地方品种,,1年生,,,,1538,10224,2411,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,112(029)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
752,YAAS0367,水稻,章外红谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),永德县,云南,中国,云南昆明,地方品种,,1年生,,,,1580, 9915,2402,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,024(052)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
753,YAAS0368,水稻,旱谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),江川县,云南,中国,云南昆明,地方品种,,1年生,,,,1730,10245,2417,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,110(036)-4-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
754,YAAS0369,水稻,粑粑谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),新平县,云南,中国,云南昆明,地方品种,,1年生,,,,1478,10159,2404,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,114(031)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
755,YAAS0370,水稻,黄壳糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),施甸县,云南,中国,云南昆明,地方品种,,1年生,,,,1498, 9911,2443,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,103(015)-1-2,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
756,YAAS0371,水稻,大白谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),巧家县,云南,中国,云南昆明,地方品种,,1年生,,,, 880,10255,2655,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,126(004)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
757,YAAS0372,水稻,大麻粘,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),华坪县,云南,中国,云南昆明,地方品种,,1年生,,,,1160,10116,2638,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,130(008)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
759,YAAS0373,水稻,红秆阳街谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),新平县,云南,中国,云南昆明,地方品种,,1年生,,,,1478,10159,2404,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,114(063)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
760,YAAS0374,水稻,选6号,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),永胜县,云南,中国,云南昆明,地方品种,,1年生,,,,2132,10045,2641,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,131(018)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
761,YAAS0375,水稻,冷水谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),新平县,云南,中国,云南昆明,地方品种,,1年生,,,,1478,10159,2404,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,114(030)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
762,YAAS0376,水稻,花壳糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),红河县,云南,中国,云南昆明,地方品种,,1年生,,,,1000,10225,2323,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,053(015)-1-2,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
763,YAAS0377,水稻,大冷水白谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),新平县,云南,中国,云南昆明,地方品种,,1年生,,,,1478,10159,2404,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,114(001)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
764,YAAS0378,水稻,香谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),江川县,云南,中国,云南昆明,地方品种,,1年生,,,,1730,10245,2417,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,110(001)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
765,YAAS0379,水稻,毫冷好,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),景洪县,云南,中国,云南昆明,地方品种,,1年生,,,, 551,10048,2200,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,012(111)-1-2,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
766,YAAS0380,水稻,矮糯谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),巧家县,云南,中国,云南昆明,地方品种,,1年生,,,, 880,10255,2655,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,126(010)-1-2,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
767,YAAS0381,水稻,二白掉,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),会泽县,云南,中国,云南昆明,地方品种,,1年生,,,,2120,10318,2625,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,064(004)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
768,YAAS0382,水稻,饵块谷(一),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),墨江县,云南,中国,云南昆明,地方品种,,1年生,,,,1310,10143,2326,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,010(200)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
769,YAAS0383,水稻,绿叶庄,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),永德县,云南,中国,云南昆明,地方品种,,1年生,,,,1580, 9915,2402,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,024(055)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
772,YAAS0384,水稻,乌脚粘,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),大关县,云南,中国,云南昆明,地方品种,,1年生,,,,1108,10353,2745,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,121(012)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
774,YAAS0385,水稻,热化谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),新平县,云南,中国,云南昆明,地方品种,,1年生,,,,1478,10159,2404,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,114(056)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
776,YAAS0386,水稻,二王谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),永德县,云南,中国,云南昆明,地方品种,,1年生,,,,1580, 9915,2402,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,024(020)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
777,YAAS0387,水稻,小红脚,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),墨江县,云南,中国,云南昆明,地方品种,,1年生,,,,1310,10143,2326,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,010(209)-3-2,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
778,YAAS0388,水稻,大麻线谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),新平县,云南,中国,云南昆明,地方品种,,1年生,,,,1478,10159,2404,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,114(013)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
779,YAAS0389,水稻,毫浪囡,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),勐海县,云南,中国,云南昆明,地方品种,,1年生,,,,1188,10025,2155,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,014(167)-1-2,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
780,YAAS0390,水稻,山罗平,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),墨江县,云南,中国,云南昆明,地方品种,,1年生,,,,1310,10143,2326,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,010(277)-4-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
781,YAAS0391,水稻,毛汗(旱)谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),腾冲县,云南,中国,云南昆明,地方品种,,1年生,,,,1638, 9830,2501,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,105(151)-4-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
782,YAAS0392,水稻,冷水糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),峨山县,云南,中国,云南昆明,地方品种,,1年生,,,,1538,10224,2411,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,112(036)-3-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
784,YAAS0393,水稻,大红谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),永德县,云南,中国,云南昆明,地方品种,,1年生,,,,1580, 9915,2402,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,024(043)-1-1,,,,种子,库,好,合作研究,现场获取,云南省农业科学院生物技术与种质资源研究所 伍少云 650223
2013IFC001,YAAS0394,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,"陆稻,红香，软米,抗旱",1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
2013IFC002,YAAS0395,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,长粒、无尖,1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
2013IFC003,YAAS0396,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,长紫尖,1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
2013IFC004,YAAS0397,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,短尖,1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
2013IFC005,YAAS0398,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,短紫尖,1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
2013IFC006,YAAS0399,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,小粒,1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
2013IFC007,YAAS0400,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,中紫尖,1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
2013IFC008,YAAS0401,水稻,考海（红香软米旱稻）,Gramineae(禾本科),Sativa,Oryza sativa L. spp. hsien Ting(籼亚种),勐波县贺岛区,掸邦第二特区佤邦,缅甸,佤邦勐波县,地方品种,长白芒,1年生,,,,920,,,云南普洱孟连县,砂壤,旱地,20.5,2100,,成熟期极强,云南省农业科学院生物技术与种质资源研究所,,,,,种子,库,好,合作研究,现场获取,"杨久、云南省农业科学院粮食作物研究所，邮编：650205,1394959698@qq.com"
